ds,y
2016-07-24,2304
2016-07-24,2812
2016-07-24,3265
2016-07-24,3463
2016-07-24,3607
2016-07-24,3496
2016-07-24,3272
2016-07-24,2957
2016-07-24,2342
2016-07-24,1690
2016-07-24,1240
2016-07-24,883
2016-07-24,599
2016-07-25,315
2016-07-25,134
2016-07-25,112
2016-07-25,53
2016-07-25,62
2016-07-25,170
2016-07-25,747
2016-07-25,2317
2016-07-25,4500
2016-07-25,2311
2016-07-25,1164
2016-07-25,1260
2016-07-25,1593
2016-07-25,1753
2016-07-25,1829
2016-07-25,2091
2016-07-25,2815
2016-07-25,4825
2016-07-25,4646
2016-07-25,3023
2016-07-25,2102
2016-07-25,1324
2016-07-25,915
2016-07-25,516
2016-07-26,357
2016-07-26,170
2016-07-26,102
2016-07-26,64
2016-07-26,74
2016-07-26,172
2016-07-26,872
2016-07-26,2690
2016-07-26,4803
2016-07-26,2387
2016-07-26,1386
2016-07-26,1401
2016-07-26,1788
2016-07-26,1848
2016-07-26,1850
2016-07-26,2161
2016-07-26,2751
2016-07-26,4587
2016-07-26,4688
2016-07-26,2982
2016-07-26,1816
2016-07-26,1419
2016-07-26,965
2016-07-26,688
2016-07-27,343
2016-07-27,200
2016-07-27,112
2016-07-27,61
2016-07-27,77
2016-07-27,172
2016-07-27,800
2016-07-27,2063
2016-07-27,2125
2016-07-27,1766
2016-07-27,1133
2016-07-27,985
2016-07-27,1319
2016-07-27,1363
2016-07-27,1433
2016-07-27,1694
2016-07-27,2308
2016-07-27,4319
2016-07-27,4176
2016-07-27,2339
2016-07-27,1638
2016-07-27,1271
2016-07-27,994
2016-07-27,648
2016-07-28,400
2016-07-28,225
2016-07-28,157
2016-07-28,84
2016-07-28,82
2016-07-28,174
2016-07-28,801
2016-07-28,2439
2016-07-28,4593
2016-07-28,2539
2016-07-28,1353
2016-07-28,1341
2016-07-28,1767
2016-07-28,1861
2016-07-28,1714
2016-07-28,1716
2016-07-28,2376
2016-07-28,2464
2016-07-28,1827
2016-07-28,1329
2016-07-28,1183
2016-07-28,819
2016-07-29,481
2016-07-29,242
2016-07-29,128
2016-07-29,87
2016-07-29,90
2016-07-29,111
2016-07-29,625
2016-07-29,2037
2016-07-29,3907
2016-07-29,1841
2016-07-29,1170
2016-07-29,1097
2016-07-29,1697
2016-07-29,1750
2016-07-29,1831
2016-07-29,1937
2016-07-29,2207
2016-07-29,3776
2016-07-29,3399
2016-07-29,2394
2016-07-29,1638
2016-07-29,1014
2016-07-29,962
2016-07-29,932
2016-07-30,805
2016-07-30,608
2016-07-30,437
2016-07-30,311
2016-07-30,210
2016-07-30,159
2016-07-30,196
2016-07-30,361
2016-07-30,693
2016-07-30,1373
2016-07-30,2209
2016-07-30,2935
2016-07-30,3524
2016-07-30,4012
2016-07-30,4214
2016-07-30,4172
2016-07-30,3972
2016-07-30,3651
2016-07-30,3222
2016-07-30,2671
2016-07-30,2055
2016-07-30,1477
2016-07-30,1202
2016-07-30,1139
2016-07-31,729
2016-07-31,489
2016-07-31,370
2016-07-31,286
2016-07-31,291
2016-07-31,297
2016-07-31,288
2016-07-31,572
2016-07-31,1156
2016-07-31,2112
2016-07-31,3004
2016-07-31,3722
2016-07-31,4100
2016-07-31,3962
2016-07-31,3941
2016-07-31,4051
2016-07-31,3856
2016-07-31,3469
2016-07-31,2885
2016-07-31,2123
2016-07-31,1346
2016-07-31,972
2016-07-31,657
2016-08-01,372
2016-08-01,203
2016-08-01,125
2016-08-01,79
2016-08-01,79
2016-08-01,154
2016-08-01,708
2016-08-01,2132
2016-08-01,4299
2016-08-01,2382
2016-08-01,1247
2016-08-01,1254
2016-08-01,1593
2016-08-01,1760
2016-08-01,1389
2016-08-01,1071
2016-08-01,1453
2016-08-01,3662
2016-08-01,2767
2016-08-01,1295
2016-08-01,857
2016-08-01,390
2016-08-01,268
2016-08-01,210
2016-08-02,110
2016-08-02,49
2016-08-02,48
2016-08-02,40
2016-08-02,37
2016-08-02,98
2016-08-02,594
2016-08-02,1946
2016-08-02,3960
2016-08-02,2213
2016-08-02,1017
2016-08-02,702
2016-08-02,312
2016-08-02,752
2016-08-02,736
2016-08-02,1089
2016-08-02,1663
2016-08-02,3367
2016-08-02,3856
2016-08-02,2169
2016-08-02,1491
2016-08-02,1003
2016-08-02,790
2016-08-02,551
2016-08-03,329
2016-08-03,166
2016-08-03,136
2016-08-03,71
2016-08-03,60
2016-08-03,141
2016-08-03,794
2016-08-03,2374
2016-08-03,4546
2016-08-03,2393
2016-08-03,1194
2016-08-03,1182
2016-08-03,1647
2016-08-03,1864
2016-08-03,1795
2016-08-03,1852
2016-08-03,2519
2016-08-03,4601
2016-08-03,4712
2016-08-03,3029
2016-08-03,1911
2016-08-03,1280
2016-08-03,975
2016-08-03,697
2016-08-04,308
2016-08-04,176
2016-08-04,119
2016-08-04,54
2016-08-04,56
2016-08-04,148
2016-08-04,759
2016-08-04,2319
2016-08-04,4614
2016-08-04,2415
2016-08-04,1181
2016-08-04,1287
2016-08-04,1712
2016-08-04,1801
2016-08-04,1671
2016-08-04,1845
2016-08-04,2445
2016-08-04,4440
2016-08-04,4328
2016-08-04,2681
2016-08-04,1731
2016-08-04,1257
2016-08-04,1015
2016-08-04,720
2016-08-05,92
2016-08-05,270
2016-08-05,185
2016-08-05,97
2016-08-05,76
2016-08-05,141
2016-08-05,708
2016-08-05,2132
2016-08-05,2280
2016-08-05,1333
2016-08-05,1475
2016-08-05,1961
2016-08-05,2020
2016-08-05,2016
2016-08-05,2334
2016-08-05,2946
2016-08-05,4467
2016-08-05,3942
2016-08-05,2568
2016-08-05,1740
2016-08-05,1264
2016-08-05,1003
2016-08-05,941
2016-08-06,713
2016-08-06,524
2016-08-06,342
2016-08-06,263
2016-08-06,184
2016-08-06,112
2016-08-06,163
2016-08-06,349
2016-08-06,684
2016-08-06,1225
2016-08-06,1848
2016-08-06,2609
2016-08-06,3171
2016-08-06,3491
2016-08-06,3553
2016-08-06,3678
2016-08-06,3570
2016-08-06,3558
2016-08-06,3283
2016-08-06,2643
2016-08-06,2118
2016-08-06,1555
2016-08-06,1169
2016-08-06,1080
2016-08-07,862
2016-08-07,620
2016-08-07,374
2016-08-07,275
2016-08-07,207
2016-08-07,141
2016-08-07,174
2016-08-07,262
2016-08-07,460
2016-08-07,947
2016-08-07,1594
2016-08-07,2210
2016-08-07,2844
2016-08-07,3122
2016-08-07,3351
2016-08-07,3555
2016-08-07,3383
2016-08-07,3427
2016-08-07,3317
2016-08-07,2593
2016-08-07,1853
2016-08-07,1121
2016-08-07,846
2016-08-07,538
2016-08-08,299
2016-08-08,118
2016-08-08,123
2016-08-08,73
2016-08-08,52
2016-08-08,138
2016-08-08,756
2016-08-08,2198
2016-08-08,4183
2016-08-08,2248
2016-08-08,1196
2016-08-08,1271
2016-08-08,1572
2016-08-08,1804
2016-08-08,1701
2016-08-08,1946
2016-08-08,2623
2016-08-08,4714
2016-08-08,4356
2016-08-08,2591
2016-08-08,1550
2016-08-08,1043
2016-08-08,735
2016-08-08,479
2016-08-09,275
2016-08-09,133
2016-08-09,90
2016-08-09,86
2016-08-09,55
2016-08-09,134
2016-08-09,818
2016-08-09,2508
2016-08-09,4666
2016-08-09,2294
2016-08-09,1225
2016-08-09,1427
2016-08-09,1740
2016-08-09,1961
2016-08-09,1741
2016-08-09,1872
2016-08-09,2455
2016-08-09,4447
2016-08-09,4479
2016-08-09,2884
2016-08-09,1756
2016-08-09,1111
2016-08-09,860
2016-08-09,497
2016-08-10,302
2016-08-10,132
2016-08-10,57
2016-08-10,34
2016-08-10,51
2016-08-10,144
2016-08-10,839
2016-08-10,2362
2016-08-10,4443
2016-08-10,2230
2016-08-10,1224
2016-08-10,1225
2016-08-10,1510
2016-08-10,1584
2016-08-10,1602
2016-08-10,1763
2016-08-10,2492
2016-08-10,4505
2016-08-10,4379
2016-08-10,2997
2016-08-10,1877
2016-08-10,1178
2016-08-10,922
2016-08-10,578
2016-08-11,294
2016-08-11,180
2016-08-11,115
2016-08-11,92
2016-08-11,75
2016-08-11,113
2016-08-11,738
2016-08-11,2276
2016-08-11,4334
2016-08-11,2210
2016-08-11,1194
2016-08-11,1269
2016-08-11,1610
2016-08-11,1704
2016-08-11,1799
2016-08-11,1862
2016-08-11,2294
2016-08-11,4211
2016-08-11,4120
2016-08-11,2665
2016-08-11,1735
2016-08-11,1166
2016-08-11,945
2016-08-11,625
2016-08-12,402
2016-08-12,196
2016-08-12,106
2016-08-12,93
2016-08-12,82
2016-08-12,135
2016-08-12,669
2016-08-12,2092
2016-08-12,4017
2016-08-12,2327
2016-08-12,1406
2016-08-12,1592
2016-08-12,1960
2016-08-12,2140
2016-08-12,1960
2016-08-12,2239
2016-08-12,2969
2016-08-12,4377
2016-08-12,3862
2016-08-12,2619
2016-08-12,1902
2016-08-12,1212
2016-08-12,1004
2016-08-12,798
2016-08-13,675
2016-08-13,495
2016-08-13,351
2016-08-13,248
2016-08-13,171
2016-08-13,110
2016-08-13,160
2016-08-13,397
2016-08-13,703
2016-08-13,1300
2016-08-13,1813
2016-08-13,2383
2016-08-13,2954
2016-08-13,3437
2016-08-13,3525
2016-08-13,3781
2016-08-13,3935
2016-08-13,3904
2016-08-13,3544
2016-08-13,3178
2016-08-13,2285
2016-08-13,1418
2016-08-13,1212
2016-08-13,1062
2016-08-14,823
2016-08-14,575
2016-08-14,372
2016-08-14,307
2016-08-14,187
2016-08-14,157
2016-08-14,160
2016-08-14,262
2016-08-14,524
2016-08-14,990
2016-08-14,1836
2016-08-14,2394
2016-08-14,3066
2016-08-14,3469
2016-08-14,3817
2016-08-14,4097
2016-08-14,4101
2016-08-14,3982
2016-08-14,4097
2016-08-14,3296
2016-08-14,2289
2016-08-14,1496
2016-08-14,952
2016-08-14,599
2016-08-15,392
2016-08-15,208
2016-08-15,121
2016-08-15,98
2016-08-15,72
2016-08-15,152
2016-08-15,761
2016-08-15,2268
2016-08-15,4312
2016-08-15,2280
2016-08-15,1350
2016-08-15,1373
2016-08-15,1781
2016-08-15,1926
2016-08-15,1828
2016-08-15,2099
2016-08-15,2948
2016-08-15,5186
2016-08-15,5001
2016-08-15,3011
2016-08-15,1886
2016-08-15,778
2016-08-15,405
2016-08-16,241
2016-08-16,135
2016-08-16,73
2016-08-16,45
2016-08-16,71
2016-08-16,124
2016-08-16,795
2016-08-16,2452
2016-08-16,4715
2016-08-16,2322
2016-08-16,1300
2016-08-16,1264
2016-08-16,1668
2016-08-16,1754
2016-08-16,1873
2016-08-16,2017
2016-08-16,2687
2016-08-16,4775
2016-08-16,4719
2016-08-16,2975
2016-08-16,1737
2016-08-16,1169
2016-08-17,289
2016-08-17,169
2016-08-17,89
2016-08-17,67
2016-08-17,66
2016-08-17,129
2016-08-17,761
2016-08-17,2471
2016-08-17,4667
2016-08-17,2429
2016-08-17,1373
2016-08-17,1411
2016-08-17,1797
2016-08-17,1940
2016-08-17,1807
2016-08-17,2048
2016-08-17,2666
2016-08-17,5016
2016-08-17,5038
2016-08-17,3176
2016-08-17,2032
2016-08-17,1348
2016-08-17,962
2016-08-17,688
2016-08-18,353
2016-08-18,190
2016-08-18,90
2016-08-18,76
2016-08-18,75
2016-08-18,161
2016-08-18,717
2016-08-18,2332
2016-08-18,4533
2016-08-18,2427
2016-08-18,1256
2016-08-18,1360
2016-08-18,1689
2016-08-18,1808
2016-08-18,1771
2016-08-18,1828
2016-08-18,2506
2016-08-18,4391
2016-08-18,4272
2016-08-18,2643
2016-08-18,1787
2016-08-18,1137
2016-08-18,898
2016-08-18,683
2016-08-19,389
2016-08-19,241
2016-08-19,175
2016-08-19,74
2016-08-19,100
2016-08-19,156
2016-08-19,627
2016-08-19,1771
2016-08-19,2624
2016-08-19,1545
2016-08-19,844
2016-08-19,641
2016-08-19,952
2016-08-19,802
2016-08-19,1055
2016-08-19,1251
2016-08-19,1350
2016-08-19,2928
2016-08-19,2726
2016-08-19,1892
2016-08-19,1233
2016-08-19,837
2016-08-19,735
2016-08-19,645
2016-08-20,522
2016-08-20,381
2016-08-20,287
2016-08-20,200
2016-08-20,141
2016-08-20,94
2016-08-20,168
2016-08-20,326
2016-08-20,563
2016-08-20,716
2016-08-20,749
2016-08-20,1501
2016-08-20,1987
2016-08-20,2368
2016-08-20,2508
2016-08-20,2523
2016-08-20,2100
2016-08-20,2294
2016-08-20,1763
2016-08-20,919
2016-08-20,541
2016-08-20,564
2016-08-20,557
2016-08-20,599
2016-08-21,512
2016-08-21,354
2016-08-21,262
2016-08-21,198
2016-08-21,146
2016-08-21,106
2016-08-21,134
2016-08-21,208
2016-08-21,406
2016-08-21,830
2016-08-21,1438
2016-08-21,1890
2016-08-21,2281
2016-08-21,2628
2016-08-21,2810
2016-08-21,2797
2016-08-21,2906
2016-08-21,2770
2016-08-21,2106
2016-08-21,1036
2016-08-21,803
2016-08-21,710
2016-08-21,492
2016-08-21,396
2016-08-22,259
2016-08-22,173
2016-08-22,106
2016-08-22,46
2016-08-22,72
2016-08-22,154
2016-08-22,645
2016-08-22,1821
2016-08-22,3900
2016-08-22,1999
2016-08-22,1053
2016-08-22,1163
2016-08-22,1456
2016-08-22,1535
2016-08-22,1650
2016-08-22,1792
2016-08-22,2454
2016-08-22,4567
2016-08-22,4475
2016-08-22,2644
2016-08-22,1545
2016-08-22,933
2016-08-22,716
2016-08-22,535
2016-08-23,230
2016-08-23,201
2016-08-23,97
2016-08-23,65
2016-08-23,83
2016-08-23,146
2016-08-23,858
2016-08-23,2544
2016-08-23,4634
2016-08-23,2258
2016-08-23,1301
2016-08-23,1276
2016-08-23,1734
2016-08-23,1824
2016-08-23,1890
2016-08-23,2102
2016-08-23,2712
2016-08-23,5008
2016-08-23,4957
2016-08-23,2961
2016-08-23,2052
2016-08-23,1387
2016-08-23,1045
2016-08-23,695
2016-08-24,123
2016-08-24,204
2016-08-24,102
2016-08-24,60
2016-08-24,71
2016-08-24,153
2016-08-24,879
2016-08-24,2508
2016-08-24,4591
2016-08-24,2376
2016-08-24,1273
2016-08-24,1342
2016-08-24,1687
2016-08-24,1796
2016-08-24,1788
2016-08-24,1887
2016-08-24,2727
2016-08-24,4984
2016-08-24,4916
2016-08-24,2922
2016-08-24,1559
2016-08-24,1153
2016-08-24,926
2016-08-24,637
2016-08-25,323
2016-08-25,222
2016-08-25,146
2016-08-25,90
2016-08-25,106
2016-08-25,143
2016-08-25,786
2016-08-25,2364
2016-08-25,4341
2016-08-25,2303
2016-08-25,1173
2016-08-25,1223
2016-08-25,1613
2016-08-25,1560
2016-08-25,1614
2016-08-25,1826
2016-08-25,2378
2016-08-25,4306
2016-08-25,4238
2016-08-25,2628
2016-08-25,1648
2016-08-25,1132
2016-08-25,922
2016-08-25,657
2016-08-26,320
2016-08-26,158
2016-08-26,122
2016-08-26,81
2016-08-26,72
2016-08-26,154
2016-08-26,647
2016-08-26,1842
2016-08-26,3734
2016-08-26,2117
2016-08-26,1362
2016-08-26,1424
2016-08-26,1848
2016-08-26,1968
2016-08-26,1932
2016-08-26,2247
2016-08-26,2895
2016-08-26,4186
2016-08-26,3453
2016-08-26,2447
2016-08-26,1634
2016-08-26,1199
2016-08-26,1040
2016-08-26,815
2016-08-27,631
2016-08-27,542
2016-08-27,349
2016-08-27,233
2016-08-27,161
2016-08-27,130
2016-08-27,160
2016-08-27,341
2016-08-27,581
2016-08-27,1026
2016-08-27,1485
2016-08-27,1816
2016-08-27,2301
2016-08-27,2431
2016-08-27,2533
2016-08-27,2641
2016-08-27,2822
2016-08-27,2834
2016-08-27,2565
2016-08-27,2192
2016-08-27,1478
2016-08-27,1158
2016-08-27,904
2016-08-27,874
2016-08-28,775
2016-08-28,566
2016-08-28,386
2016-08-28,297
2016-08-28,206
2016-08-28,147
2016-08-28,146
2016-08-28,237
2016-08-28,442
2016-08-28,741
2016-08-28,1119
2016-08-28,1449
2016-08-28,1828
2016-08-28,1492
2016-08-28,1853
2016-08-28,2119
2016-08-28,2219
2016-08-28,2042
2016-08-28,2073
2016-08-28,1777
2016-08-28,1365
2016-08-28,919
2016-08-28,926
2016-08-28,725
2016-08-29,726
2016-08-29,476
2016-08-29,327
2016-08-29,264
2016-08-29,170
2016-08-29,122
2016-08-29,188
2016-08-29,286
2016-08-29,531
2016-08-29,876
2016-08-29,1440
2016-08-29,1949
2016-08-29,2464
2016-08-29,2853
2016-08-29,3100
2016-08-29,3075
2016-08-29,3090
2016-08-29,3094
2016-08-29,2802
2016-08-29,2303
2016-08-29,1540
2016-08-29,1105
2016-08-29,837
2016-08-29,558
2016-08-30,329
2016-08-30,207
2016-08-30,146
2016-08-30,86
2016-08-30,77
2016-08-30,164
2016-08-30,725
2016-08-30,2276
2016-08-30,4298
2016-08-30,2030
2016-08-30,1118
2016-08-30,1297
2016-08-30,1704
2016-08-30,1802
2016-08-30,1868
2016-08-30,1895
2016-08-30,2611
2016-08-30,4889
2016-08-30,4703
2016-08-30,3006
2016-08-30,1787
2016-08-30,1124
2016-08-30,817
2016-08-30,514
2016-08-31,372
2016-08-31,221
2016-08-31,94
2016-08-31,84
2016-08-31,69
2016-08-31,143
2016-08-31,836
2016-08-31,2697
2016-08-31,4807
2016-08-31,2192
2016-08-31,1208
2016-08-31,1189
2016-08-31,1644
2016-08-31,1683
2016-08-31,1604
2016-08-31,1829
2016-08-31,2376
2016-08-31,4522
2016-08-31,4656
2016-08-31,2750
2016-08-31,1515
2016-08-31,1134
2016-08-31,853
2016-08-31,511
2016-09-01,322
2016-09-01,186
2016-09-01,89
2016-09-01,56
2016-09-01,64
2016-09-01,133
2016-09-01,811
2016-09-01,2663
2016-09-01,4631
2016-09-01,2365
2016-09-01,1252
2016-09-01,1205
2016-09-01,1723
2016-09-01,1784
2016-09-01,1734
2016-09-01,1897
2016-09-01,2549
2016-09-01,4573
2016-09-01,4690
2016-09-01,2776
2016-09-01,1672
2016-09-01,1156
2016-09-01,939
2016-09-03,2709
2016-09-03,2382
2016-09-03,2528
2016-09-03,2663
2016-09-03,1728
2016-09-03,583
2016-09-03,503
2016-09-03,669
2016-09-03,408
2016-09-03,354
2016-09-03,355
2016-09-03,383
2016-09-04,416
2016-09-04,402
2016-09-04,269
2016-09-04,231
2016-09-04,101
2016-09-04,120
2016-09-04,109
2016-09-04,240
2016-09-04,466
2016-09-04,824
2016-09-04,1416
2016-09-04,1812
2016-09-04,2243
2016-09-04,2425
2016-09-04,2368
2016-09-04,2370
2016-09-04,2346
2016-09-04,2184
2016-09-04,2065
2016-09-04,1675
2016-09-04,1191
2016-09-04,1127
2016-09-04,664
2016-09-04,448
2016-09-05,214
2016-09-05,115
2016-09-05,61
2016-09-05,37
2016-09-05,52
2016-09-05,110
2016-09-05,456
2016-09-05,1114
2016-09-05,2626
2016-09-05,1487
2016-09-05,874
2016-09-05,765
2016-09-05,1121
2016-09-05,1291
2016-09-05,1247
2016-09-05,1397
2016-09-05,2025
2016-09-05,4014
2016-09-05,3725
2016-09-05,2179
2016-09-05,1200
2016-09-05,799
2016-09-05,603
2016-09-05,361
2016-09-06,190
2016-09-06,170
2016-09-06,90
2016-09-06,51
2016-09-06,58
2016-09-06,154
2016-09-06,823
2016-09-06,2670
2016-09-06,4787
2016-09-06,2333
2016-09-06,1076
2016-09-06,1126
2016-09-06,1488
2016-09-06,1528
2016-09-06,1510
2016-09-06,1732
2016-09-06,2264
2016-09-06,4494
2016-09-06,4626
2016-09-06,2661
2016-09-06,1489
2016-09-06,1085
2016-09-06,770
2016-09-06,454
2016-09-07,260
2016-09-07,178
2016-09-07,116
2016-09-07,57
2016-09-07,59
2016-09-07,157
2016-09-07,813
2016-09-07,2715
2016-09-07,4799
2016-09-07,2433
2016-09-07,1226
2016-09-07,1183
2016-09-07,1457
2016-09-07,1558
2016-09-07,1599
2016-09-07,1721
2016-09-07,2497
2016-09-07,4657
2016-09-07,4843
2016-09-07,2970
2016-09-07,1718
2016-09-07,1231
2016-09-07,962
2016-09-07,607
2016-09-08,318
2016-09-08,202
2016-09-08,95
2016-09-08,67
2016-09-08,63
2016-09-08,171
2016-09-08,810
2016-09-08,2759
2016-09-08,5027
2016-09-08,2665
2016-09-08,1302
2016-09-08,1227
2016-09-08,1755
2016-09-08,1705
2016-09-08,1728
2016-09-08,1870
2016-09-08,2453
2016-09-08,4540
2016-09-08,4608
2016-09-08,2773
2016-09-08,1599
2016-09-08,1181
2016-09-08,922
2016-09-08,715
2016-09-09,358
2016-09-09,223
2016-09-09,132
2016-09-09,106
2016-09-09,88
2016-09-09,151
2016-09-09,750
2016-09-09,2317
2016-09-09,4596
2016-09-09,2316
2016-09-09,1296
2016-09-09,1254
2016-09-09,1684
2016-09-09,1760
2016-09-09,1591
2016-09-09,1705
2016-09-09,2147
2016-09-09,4042
2016-09-09,3437
2016-09-09,2277
2016-09-09,1231
2016-09-09,1014
2016-09-09,918
2016-09-09,758
2016-09-10,594
2016-09-10,491
2016-09-10,352
2016-09-10,268
2016-09-10,183
2016-09-10,130
2016-09-10,170
2016-09-10,367
2016-09-10,573
2016-09-10,840
2016-09-10,1355
2016-09-10,1578
2016-09-10,1627
2016-09-10,766
2016-09-10,1004
2016-09-10,881
2016-09-10,979
2016-09-10,946
2016-09-10,761
2016-09-10,705
2016-09-10,694
2016-09-10,563
2016-09-10,572
2016-09-10,681
2016-09-11,576
2016-09-11,445
2016-09-11,279
2016-09-11,262
2016-09-11,125
2016-09-11,118
2016-09-11,130
2016-09-11,232
2016-09-11,536
2016-09-11,1042
2016-09-11,1874
2016-09-11,2512
2016-09-11,3235
2016-09-11,3819
2016-09-11,3822
2016-09-11,4055
2016-09-11,3888
2016-09-11,3709
2016-09-11,3397
2016-09-11,2073
2016-09-11,1226
2016-09-11,868
2016-09-11,765
2016-09-11,415
2016-09-12,277
2016-09-12,171
2016-09-12,112
2016-09-12,52
2016-09-12,73
2016-09-12,152
2016-09-12,805
2016-09-12,2699
2016-09-12,4924
2016-09-12,2448
2016-09-12,1179
2016-09-12,1194
2016-09-12,1700
2016-09-12,1623
2016-09-12,1636
2016-09-12,1784
2016-09-12,2493
2016-09-12,4861
2016-09-12,4680
2016-09-12,2717
2016-09-12,1499
2016-09-12,964
2016-09-12,762
2016-09-12,456
2016-09-13,261
2016-09-13,142
2016-09-13,91
2016-09-13,67
2016-09-13,60
2016-09-13,178
2016-09-13,948
2016-09-13,3018
2016-09-13,5342
2016-09-13,2572
2016-09-13,1311
2016-09-13,1351
2016-09-13,1757
2016-09-13,1782
2016-09-13,1820
2016-09-13,1873
2016-09-13,2722
2016-09-13,5189
2016-09-13,5297
2016-09-13,3026
2016-09-13,1782
2016-09-13,1294
2016-09-13,1060
2016-09-13,630
2016-09-14,345
2016-09-14,161
2016-09-14,104
2016-09-14,47
2016-09-14,90
2016-09-14,184
2016-09-14,924
2016-09-14,3087
2016-09-14,5422
2016-09-14,2708
2016-09-14,1387
2016-09-14,1435
2016-09-14,1819
2016-09-14,1983
2016-09-14,1796
2016-09-14,1959
2016-09-14,2717
2016-09-14,5120
2016-09-14,5345
2016-09-14,2999
2016-09-14,1830
2016-09-14,1306
2016-09-14,1035
2016-09-14,675
2016-09-15,373
2016-09-15,208
2016-09-15,105
2016-09-15,81
2016-09-15,96
2016-09-15,176
2016-09-15,913
2016-09-15,2929
2016-09-15,5295
2016-09-15,2671
2016-09-15,1465
2016-09-15,1405
2016-09-15,1780
2016-09-15,1908
2016-09-15,1689
2016-09-15,1947
2016-09-15,2542
2016-09-15,4680
2016-09-15,4628
2016-09-15,2626
2016-09-15,1586
2016-09-15,1238
2016-09-15,1039
2016-09-15,755
2016-09-16,429
2016-09-16,265
2016-09-16,147
2016-09-16,111
2016-09-16,79
2016-09-16,71
2016-09-16,242
2016-09-16,709
2016-09-16,1381
2016-09-16,1007
2016-09-16,565
2016-09-16,437
2016-09-16,735
2016-09-16,945
2016-09-16,724
2016-09-16,1142
2016-09-16,1942
2016-09-16,3467
2016-09-16,2700
2016-09-16,1738
2016-09-16,1025
2016-09-16,754
2016-09-16,758
2016-09-16,594
2016-09-17,472
2016-09-17,384
2016-09-17,248
2016-09-17,142
2016-09-17,140
2016-09-17,98
2016-09-17,172
2016-09-17,314
2016-09-17,597
2016-09-17,968
2016-09-17,1444
2016-09-17,1701
2016-09-17,2056
2016-09-17,2289
2016-09-17,2456
2016-09-17,2556
2016-09-17,2422
2016-09-17,2264
2016-09-17,1906
2016-09-17,1404
2016-09-17,1028
2016-09-17,752
2016-09-17,722
2016-09-17,647
2016-09-18,595
2016-09-18,489
2016-09-18,364
2016-09-18,266
2016-09-18,172
2016-09-18,127
2016-09-18,123
2016-09-18,250
2016-09-18,430
2016-09-18,925
2016-09-18,1507
2016-09-18,2028
2016-09-18,2415
2016-09-18,2549
2016-09-18,2826
2016-09-18,2776
2016-09-18,2738
2016-09-18,2637
2016-09-18,2157
2016-09-18,1421
2016-09-18,960
2016-09-18,697
2016-09-18,578
2016-09-18,433
2016-09-19,275
2016-09-19,169
2016-09-19,114
2016-09-19,98
2016-09-19,72
2016-09-19,159
2016-09-19,766
2016-09-19,2572
2016-09-19,4708
2016-09-19,2225
2016-09-19,1130
2016-09-19,1126
2016-09-19,1448
2016-09-19,1443
2016-09-19,1454
2016-09-19,1636
2016-09-19,2150
2016-09-19,3493
2016-09-19,3207
2016-09-19,1722
2016-09-19,1206
2016-09-19,872
2016-09-19,633
2016-09-19,431
2016-09-20,224
2016-09-20,135
2016-09-20,120
2016-09-20,78
2016-09-20,74
2016-09-20,161
2016-09-20,888
2016-09-20,2740
2016-09-20,4934
2016-09-20,2494
2016-09-20,1156
2016-09-20,1063
2016-09-20,1424
2016-09-20,1410
2016-09-20,1386
2016-09-20,1595
2016-09-20,2343
2016-09-20,4507
2016-09-20,4423
2016-09-20,2400
2016-09-20,1405
2016-09-20,1017
2016-09-20,799
2016-09-20,516
2016-09-21,241
2016-09-21,179
2016-09-21,91
2016-09-21,76
2016-09-21,68
2016-09-21,168
2016-09-21,856
2016-09-21,2822
2016-09-21,5188
2016-09-21,2518
2016-09-21,1336
2016-09-21,1304
2016-09-21,1678
2016-09-21,1770
2016-09-21,1653
2016-09-21,1819
2016-09-21,2492
2016-09-21,4720
2016-09-21,4615
2016-09-21,2580
2016-09-21,1473
2016-09-21,1109
2016-09-21,928
2016-09-21,583
2016-09-22,325
2016-09-22,172
2016-09-22,151
2016-09-22,89
2016-09-22,80
2016-09-22,166
2016-09-22,837
2016-09-22,2718
2016-09-22,4992
2016-09-22,2511
2016-09-22,1339
2016-09-22,1333
2016-09-22,1680
2016-09-22,1637
2016-09-22,1220
2016-09-22,1563
2016-09-22,2332
2016-09-22,4293
2016-09-22,4195
2016-09-22,2438
2016-09-22,1430
2016-09-22,1075
2016-09-22,860
2016-09-22,607
2016-09-23,340
2016-09-23,200
2016-09-23,134
2016-09-23,97
2016-09-23,74
2016-09-23,148
2016-09-23,695
2016-09-23,2325
2016-09-23,4533
2016-09-23,2476
2016-09-23,1431
2016-09-23,1548
2016-09-23,1845
2016-09-23,1950
2016-09-23,1962
2016-09-23,2069
2016-09-23,2756
2016-09-23,4474
2016-09-23,3637
2016-09-23,2064
2016-09-23,1235
2016-09-23,964
2016-09-23,851
2016-09-23,720
2016-09-24,566
2016-09-24,434
2016-09-24,342
2016-09-24,226
2016-09-24,152
2016-09-24,120
2016-09-24,174
2016-09-24,354
2016-09-24,718
2016-09-24,1275
2016-09-24,1737
2016-09-24,2397
2016-09-24,2994
2016-09-24,3379
2016-09-24,3394
2016-09-24,3434
2016-09-24,3216
2016-09-24,3139
2016-09-24,2329
2016-09-24,1656
2016-09-24,1179
2016-09-24,822
2016-09-24,902
2016-09-24,847
2016-09-25,726
2016-09-25,563
2016-09-25,451
2016-09-25,302
2016-09-25,150
